,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_boosting_type,param_bootstrap_type,param_gpu_cat_features_storage,param_grow_policy,param_l2_leaf_reg,param_learning_rate,param_max_depth,param_n_estimators,param_objective,param_task_type,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,3.2553778648376466,0.2407735381330988,1.203127384185791,4.124021207893306e-06,Ordered,Bayesian,CpuPinnedMemory,SymmetricTree,1,0.1,2,10,Logloss,GPU,"{'boosting_type': 'Ordered', 'bootstrap_type': 'Bayesian', 'gpu_cat_features_storage': 'CpuPinnedMemory', 'grow_policy': 'SymmetricTree', 'l2_leaf_reg': 1, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 10, 'objective': 'Logloss', 'task_type': 'GPU'}",0.9885200553250346,0.987344398340249,0.9872752420470263,0.9900408050349263,0.9868593955321945,0.9880079792558861,0.0011568137765171802,104,0.9825136612021858,0.9836650652024709,0.9806275579809004,0.9844134536505332,0.9812662382059346,0.9824971952484048,0.0014175356343612883,105,0.9947441217150761,0.9911479944674966,0.9941908713692946,0.995850622406639,0.9926684188684466,0.9937204057653906,0.0016450611833985784,104,0.9953027859560116,0.9958572510803878,0.9947924163381026,0.9955750495497331,0.9939409367563832,0.9950936879361236,0.000674990298956,104
1,3.7365859031677244,0.009524549367431235,1.1937281608581543,0.007677259566552987,Ordered,Bayesian,CpuPinnedMemory,SymmetricTree,1,0.1,2,25,Logloss,GPU,"{'boosting_type': 'Ordered', 'bootstrap_type': 'Bayesian', 'gpu_cat_features_storage': 'CpuPinnedMemory', 'grow_policy': 'SymmetricTree', 'l2_leaf_reg': 1, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 25, 'objective': 'Logloss', 'task_type': 'GPU'}",0.9903181189488244,0.9915629322268327,0.9884508990318119,0.9910090601009752,0.9893491942734629,0.9901380409163814,0.0011216188772493934,102,0.9836289222373806,0.9851214851214851,0.9813275180591522,0.9847078099399236,0.9810961512307902,0.9831763773177464,0.0016780434010872974,102,0.9972337482710927,0.9982019363762102,0.995850622406639,0.9975103734439834,0.997925024208051,0.9973443409411953,0.000817759815313042,100,0.9962024012442393,0.9964700734032358,0.9955141765618514,0.9962315607931554,0.995711994125398,0.996026041225576,0.00035528488252060193,100
2,4.854770660400391,0.05896755061248976,1.2031347751617432,1.6005683994190612e-05,Ordered,Bayesian,CpuPinnedMemory,SymmetricTree,1,0.1,2,50,Logloss,GPU,"{'boosting_type': 'Ordered', 'bootstrap_type': 'Bayesian', 'gpu_cat_features_storage': 'CpuPinnedMemory', 'grow_policy': 'SymmetricTree', 'l2_leaf_reg': 1, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 50, 'objective': 'Logloss', 'task_type': 'GPU'}",0.991701244813278,0.9919778699861688,0.9903181189488244,0.9923231205477557,0.9903866104156581,0.991341392942337,0.0008315148617597126,94,0.9847286610308154,0.9851336606655755,0.9829700272479565,0.9858059232973932,0.9821817192600653,0.9841639983003612,0.0013645514915262625,97,0.9988934993084371,0.9990318118948824,0.9979253112033195,0.9990318118948824,0.9988933462442938,0.998755156109163,0.0004195127577395784,47,0.9972994897929903,0.9975857662383376,0.9970244141801965,0.997275793077942,0.9969506848376765,0.9972272296254285,0.00022527297573828552,94
3,6.944450092315674,0.07964591321045465,1.2011340618133546,0.004006209722607264,Ordered,Bayesian,CpuPinnedMemory,SymmetricTree,1,0.1,2,100,Logloss,GPU,"{'boosting_type': 'Ordered', 'bootstrap_type': 'Bayesian', 'gpu_cat_features_storage': 'CpuPinnedMemory', 'grow_policy': 'SymmetricTree', 'l2_leaf_reg': 1, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 100, 'objective': 'Logloss', 'task_type': 'GPU'}",0.9924619640387276,0.993015214384509,0.9916320885200554,0.9935680199183899,0.9918389930147313,0.9925032559752826,0.0007207921624367264,85,0.9868726924654725,0.9874196636127445,0.9848588187150457,0.9881001231021748,0.9845986097860161,0.9863699815362906,0.0013978062475129417,86,0.9982019363762102,0.9987551867219917,0.9986168741355463,0.9991701244813278,0.9993083414026837,0.998810492623552,0.00039700782053602726,40,0.9979906318570426,0.9979589710920955,0.9974134972423568,0.9977414811672747,0.9976123141633887,0.9977433791044318,0.00021615619014062642,88
4,13.485591983795166,0.20199510464103926,1.1968816757202148,0.007659139389683425,Ordered,Bayesian,CpuPinnedMemory,SymmetricTree,1,0.1,2,250,Logloss,GPU,"{'boosting_type': 'Ordered', 'bootstrap_type': 'Bayesian', 'gpu_cat_features_storage': 'CpuPinnedMemory', 'grow_policy': 'SymmetricTree', 'l2_leaf_reg': 1, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 250, 'objective': 'Logloss', 'task_type': 'GPU'}",0.9928769017980636,0.9939834024896266,0.992807745504841,0.9946054360605852,0.992184798395463,0.9932916568497159,0.0008758830316393237,72,0.9875495963880148,0.9893136046033704,0.9876813577881194,0.9904004388370817,0.9854024556616644,0.9880694906556501,0.0017038281469064617,72,0.9983402489626556,0.9987551867219917,0.9980636237897649,0.9988934993084371,0.9991700096832203,0.998644513693214,0.0003950692338288289,54,0.9982747083096594,0.9982842543650725,0.9979371624685065,0.9981798855730731,0.9980477625179204,0.9981447546468463,0.00013422689255341097,79
5,24.84986710548401,0.28556051334822125,1.1999742984771729,0.006236788002401601,Ordered,Bayesian,CpuPinnedMemory,SymmetricTree,1,0.1,2,500,Logloss,GPU,"{'boosting_type': 'Ordered', 'bootstrap_type': 'Bayesian', 'gpu_cat_features_storage': 'CpuPinnedMemory', 'grow_policy': 'SymmetricTree', 'l2_leaf_reg': 1, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 500, 'objective': 'Logloss', 'task_type': 'GPU'}",0.9927385892116183,0.9944674965421854,0.9932226832641771,0.9945362749844388,0.9928764091569264,0.9935682906318692,0.0007787315135148262,67,0.9879468565949869,0.9905323819978046,0.9886270211016717,0.990668313434884,0.9866156787762906,0.9888780503811276,0.0015485682254551218,58,0.9976486860304288,0.998478561549101,0.9979253112033195,0.998478561549101,0.9993083414026837,0.9983678923469268,0.000569574501792537,68,0.9984967927932064,0.9984426729720371,0.9982668170313872,0.9982214998870196,0.9983614866125317,0.9983578538592364,0.00010333597237135588,72
6,46.92672867774964,0.0984588879210056,1.2062244415283203,0.006275989434948825,Ordered,Bayesian,CpuPinnedMemory,SymmetricTree,1,0.1,2,1000,Logloss,GPU,"{'boosting_type': 'Ordered', 'bootstrap_type': 'Bayesian', 'gpu_cat_features_storage': 'CpuPinnedMemory', 'grow_policy': 'SymmetricTree', 'l2_leaf_reg': 1, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 1000, 'objective': 'Logloss', 'task_type': 'GPU'}",0.993015214384509,0.9948824343015215,0.9932918395573997,0.9946054360605852,0.993982986375268,0.9939555821358568,0.0007220750336428382,55,0.9890245575524763,0.9914835164835165,0.9891647236318749,0.9912087912087912,0.9887763482069531,0.9899315874167225,0.001164911518165105,43,0.9970954356846473,0.9983402489626556,0.9975103734439834,0.9980636237897649,0.9993083414026837,0.998063604656747,0.0007575377973877119,92,0.9986174384815076,0.9988631585391282,0.9984622242117809,0.998210785396992,0.9986479557231354,0.9985603124705088,0.0002165414250268544,60
7,3.2146042823791503,0.04871481930801637,1.2093748569488525,0.03644551853859843,Ordered,Bayesian,CpuPinnedMemory,SymmetricTree,1,0.1,4,10,Logloss,GPU,"{'boosting_type': 'Ordered', 'bootstrap_type': 'Bayesian', 'gpu_cat_features_storage': 'CpuPinnedMemory', 'grow_policy': 'SymmetricTree', 'l2_leaf_reg': 1, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 10, 'objective': 'Logloss', 'task_type': 'GPU'}",0.9914246196403873,0.9919778699861688,0.9890041493775934,0.9925997648523411,0.9907324157963898,0.9911477639305761,0.0012362547673294894,98,0.9863126197645771,0.9872602739726027,0.9821355516159825,0.985548738922972,0.9841681452163232,0.9850850658984914,0.001788507163729771,92,0.9966804979253112,0.9968188105117566,0.9961272475795298,0.9998616874135546,0.9975100290496611,0.9973996544959627,0.0013074688445616153,99,0.9968492278025517,0.9975993488021518,0.9966618840737743,0.9968819399043387,0.9960199878811464,0.9968024776927926,0.000505086181120892,99
8,3.975047302246094,0.02690305380099966,1.1968717098236084,0.007654599302215931,Ordered,Bayesian,CpuPinnedMemory,SymmetricTree,1,0.1,4,25,Logloss,GPU,"{'boosting_type': 'Ordered', 'bootstrap_type': 'Bayesian', 'gpu_cat_features_storage': 'CpuPinnedMemory', 'grow_policy': 'SymmetricTree', 'l2_leaf_reg': 1, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 25, 'objective': 'Logloss', 'task_type': 'GPU'}",0.9918395573997234,0.992807745504841,0.9905255878284924,0.9926689259284874,0.9908707379486825,0.9917425109220452,0.0009212249922882937,93,0.9849972722313148,0.9864827962861824,0.9829769848835626,0.9862134862134863,0.9828548101782556,0.9847050699585603,0.0015447169283264624,94,0.9988934993084371,0.9993084370677732,0.9983402489626556,0.9993084370677732,0.9991700096832203,0.999004126417972,0.0003648832234827173,34,0.9979282477153553,0.9981228896808862,0.9972699620644733,0.9977635893694657,0.997154403645835,0.9976478184952031,0.0003752252044119503,92
9,5.215260791778564,0.047541677622109535,1.1937547206878663,0.0076498286206549415,Ordered,Bayesian,CpuPinnedMemory,SymmetricTree,1,0.1,4,50,Logloss,GPU,"{'boosting_type': 'Ordered', 'bootstrap_type': 'Bayesian', 'gpu_cat_features_storage': 'CpuPinnedMemory', 'grow_policy': 'SymmetricTree', 'l2_leaf_reg': 1, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 50, 'objective': 'Logloss', 'task_type': 'GPU'}",0.993015214384509,0.9938450899031812,0.9926002766251729,0.9935680199183899,0.9920464762431703,0.9930150154148846,0.0006488318838410248,78,0.9875530023252633,0.9885073197427828,0.9859462409605676,0.9876998769987699,0.985001363512408,0.9869415607079584,0.001277147787891817,81,0.9986168741355463,0.9993084370677732,0.9994467496542185,0.9995850622406639,0.9993083414026837,0.9992530929001772,0.0003342443034050144,11,0.9984195252224384,0.9982416318972163,0.9978544714373987,0.998134913414484,0.9979460800942568,0.9981193244131589,0.00020272313943489725,81
